,countryCode,fullname,traderId,stockSymbol,stockName,tradeId,price,volume,tradeDatetime
377,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,j2-7272721M,1633.0,148.88715083798883,2020-03-28 06:27:12
378,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,A1-2754400u,2376.774981077492,148.88715083798883,2020-03-28 13:15:39
379,GT,Holly Simmons,puCpymcjBdurvfVyRYry,FB,Facebook,G5-0262021b,1509.0,229.0,2020-03-28 13:39:07
380,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,h7-4923827x,1721.39367849928,172.0,2020-03-28 16:15:05
381,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,FB,Facebook,C9-9124339r,1911.0,148.88715083798883,2020-03-28 16:22:55
382,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,u4-8279363D,1866.0,59.0,2020-03-29 02:25:54
383,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,TSLA,Tesla,j8-4936574S,2347.0,290.0,2020-03-29 03:23:16
384,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,C0-5666163G,2112.3,150.0,2020-03-29 17:31:57
385,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,FB,Facebook,Y6-0248016R,2283.1881,148.88715083798883,2020-03-29 21:29:09
386,GT,Holly Simmons,puCpymcjBdurvfVyRYry,AMZN,Amazon,O1-1199186i,2273.7,104.0,2020-03-30 02:42:39
387,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,T2-5604119Q,2481.2,201.0,2020-03-30 06:32:27
388,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,AMZN,Amazon,Y6-7463981V,1992.9433722744286,298.0,2020-03-30 15:29:40
389,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,G5-2439725D,2229.78,206.0,2020-03-30 16:16:19
390,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,H2-2228983S,1768.7,285.0,2020-03-30 16:31:35
391,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,AMZN,Amazon,m1-9656144Z,2439.2,300.0,2020-03-31 03:48:33
392,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,AMZN,Amazon,b6-426669z,2011.0,50.0,2020-03-31 06:54:45
393,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,FB,Facebook,c6-566990A,2479.0,124.0,2020-03-31 15:49:49
394,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,FB,Facebook,W0-4502018V,1797.874703,199.0,2020-03-31 20:55:24
395,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,AMZN,Amazon,q5-1162673r,1881.0,88.0,2020-03-31 22:14:15
396,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,FB,Facebook,k1-4297970p,1637.4,59.0,2020-04-01 04:09:45
397,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,t1-3537223t,1952.73755,141.0,2020-04-01 06:02:07
398,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,FB,Facebook,i7-4174638g,1992.9433722744286,48.0,2020-04-01 20:55:05
399,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,R2-792653N,1585.0,95.0,2020-04-02 13:53:52
400,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,n2-8773629T,2356.47258863279,16.0,2020-04-02 22:36:10
401,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,FB,Facebook,O5-5519718N,1992.9433722744286,142.0,2020-04-03 02:08:58
402,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,FB,Facebook,k1-4297970p,1701.76,58.0,2020-04-03 07:03:32
403,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,AMZN,Amazon,w8-8144449m,1992.9433722744286,111.0,2020-04-03 09:00:08
404,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,AMZN,Amazon,r5-7745682G,2221.5,294.0,2020-04-03 16:00:36
405,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,i6-8729141R,2209.4,148.88715083798883,2020-04-03 17:31:50
406,GT,Holly Simmons,puCpymcjBdurvfVyRYry,AMZN,Amazon,R1-4755525Q,2307.0,296.0,2020-04-03 23:02:54
407,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,D6-2796205g,2108.0,147.0,2020-04-03 23:45:23
408,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,AMZN,Amazon,v8-000414K,2441.9898352,247.0,2020-04-04 00:23:15
409,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,X1-0096346r,1829.97,216.0,2020-04-04 10:42:00
410,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,V4-9732701y,1548.0,25.0,2020-04-04 15:06:16
411,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,z2-8332960h,2171.735,148.88715083798883,2020-04-04 15:15:38
412,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,G1-4021691T,2242.0,28.0,2020-04-04 18:14:03
413,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,A2-3187376F,2349.38208516556,218.0,2020-04-05 00:22:48
414,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,k1-4297970p,1895.703,57.0,2020-04-05 01:34:44
415,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,z1-643123r,1573.0,163.0,2020-04-05 08:41:06
416,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,FB,Facebook,r3-6058080t,2154.1412193515,8.0,2020-04-05 11:59:27
417,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,FB,Facebook,b9-9017757Q,1992.9433722744286,183.0,2020-04-05 15:32:43
418,LC,Erin Grant,HToYfSueoxPSgBHsToac,TSLA,Tesla,N5-7587497Y,2195.68,148.88715083798883,2020-04-05 15:44:32
419,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,X9-6541499j,2056.0,237.0,2020-04-05 16:52:41
420,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,FB,Facebook,p2-8137965M,1664.657646097,292.0,2020-04-05 17:24:38
421,GT,Holly Simmons,puCpymcjBdurvfVyRYry,FB,Facebook,u1-0614253T,1929.0,213.0,2020-04-06 20:02:04
422,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,TSLA,Tesla,R7-9147463c,2454.27178,8.0,2020-04-06 23:10:51
423,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,w6-2371022w,1668.0,141.0,2020-04-07 03:07:44
424,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,AMZN,Amazon,T9-2111086D,1686.6,261.0,2020-04-07 06:37:09
425,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,b3-8271153R,1992.9433722744286,237.0,2020-04-07 07:43:32
426,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,G8-6239598q,2424.3,86.0,2020-04-07 16:14:18
427,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,n7-0753038g,2210.758,41.0,2020-04-08 00:57:59
428,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,L1-8026402O,1868.812266288,160.0,2020-04-08 13:49:31
429,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,AMZN,Amazon,k1-4297970p,1958.0,98.0,2020-04-09 05:41:52
430,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,G2-1551645J,1574.0,258.0,2020-04-09 12:01:52
431,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,G7-048430y,2455.0,47.0,2020-04-09 12:53:07
432,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,r7-124389Z,1947.96,148.88715083798883,2020-04-09 17:51:57
433,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,AMZN,Amazon,T4-8367451O,2042.286281692,136.0,2020-04-09 17:54:44
434,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,E5-4199787d,1594.295,98.0,2020-04-09 18:33:37
435,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,FB,Facebook,O0-8399931L,2216.886,203.0,2020-04-09 21:36:58
436,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,AMZN,Amazon,f1-7611897m,1844.7797,121.0,2020-04-10 09:22:18
437,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,K0-8623145J,1563.558,249.0,2020-04-10 09:31:05
438,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,w5-0504740L,1707.228,203.0,2020-04-10 13:29:37
439,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,FB,Facebook,G4-1188208X,1821.3,164.0,2020-04-11 02:02:49
440,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,x4-8103931c,2250.0,138.0,2020-04-11 04:27:10
441,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,AMZN,Amazon,a3-3356009S,2211.1242,68.0,2020-04-11 04:27:36
442,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,TSLA,Tesla,J6-6111272l,2221.0,148.88715083798883,2020-04-11 04:49:28
443,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,d3-9992800F,1917.149901,3.0,2020-04-11 22:12:13
444,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,AMZN,Amazon,g7-2857131j,2321.0,225.0,2020-04-12 19:07:07
445,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,FB,Facebook,F6-0926450E,1938.3,112.0,2020-04-13 08:06:39
446,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,FB,Facebook,k1-9708801e,1947.4196,290.0,2020-04-13 13:47:24
447,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,s2-3747818E,2088.21,41.0,2020-04-13 20:43:38
448,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,FB,Facebook,d1-4863823J,1545.436979,194.0,2020-04-13 22:51:55
449,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,TSLA,Tesla,Z2-0297420a,2173.591668913,279.0,2020-04-14 19:33:56
450,GT,Holly Simmons,puCpymcjBdurvfVyRYry,FB,Facebook,W6-4312434K,2218.853767087,197.0,2020-04-14 19:39:04
451,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,P0-4004672S,2167.4,100.0,2020-04-15 09:45:54
452,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,g7-5936949M,2374.119396596843,37.0,2020-04-15 15:10:53
453,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,FB,Facebook,Z1-9553525G,1536.0,264.0,2020-04-16 02:41:10
454,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,TSLA,Tesla,z0-2524952D,1886.0,55.0,2020-04-16 03:22:18
455,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,AMZN,Amazon,i5-1701312v,1780.0,193.0,2020-04-16 11:33:33
456,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,K0-3542817S,2345.8,255.0,2020-04-16 18:00:15
457,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,w4-7011496s,1507.0,148.88715083798883,2020-04-16 21:01:55
458,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,F0-9785805X,1900.77,275.0,2020-04-17 00:08:55
459,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,Y7-1575592P,1992.9433722744286,159.0,2020-04-17 04:31:58
460,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,Z2-0129452L,1781.0,148.88715083798883,2020-04-17 17:47:55
461,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,P5-8253332o,1892.4,94.0,2020-04-17 18:30:29
462,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,TSLA,Tesla,G7-8574770U,2111.9,67.0,2020-04-18 00:39:16
463,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,AMZN,Amazon,L2-8808307A,1946.53,48.0,2020-04-18 01:25:33
464,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,A8-8053105V,1968.0,2.0,2020-04-18 08:43:51
465,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,AMZN,Amazon,L4-7582531F,2195.1862,32.0,2020-04-18 13:32:02
466,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,t4-8679155C,2137.4,69.0,2020-04-18 15:58:03
467,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,FB,Facebook,Y0-3238287X,2165.94921,130.0,2020-04-18 16:22:11
468,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,m6-5429438S,1664.5,158.0,2020-04-18 20:32:17
469,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,F1-0676934X,1520.30630558,70.0,2020-04-19 04:22:56
470,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,FB,Facebook,O4-4067121r,1825.0,295.0,2020-04-19 18:08:56
471,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,s2-2193410w,2414.6,173.0,2020-04-20 01:20:47
472,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,TSLA,Tesla,u4-4439446E,1750.0,56.0,2020-04-20 01:58:19
473,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,TSLA,Tesla,Y1-0395898t,2122.4383383,18.0,2020-04-20 07:14:37
474,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,TSLA,Tesla,q1-8701136m,2009.0,171.0,2020-04-20 17:46:19
475,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,TSLA,Tesla,N7-5815319k,2447.8048228,191.0,2020-04-20 19:45:18
476,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,TSLA,Tesla,s4-0963705L,1559.6154,18.0,2020-04-20 22:56:34
477,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,FB,Facebook,s0-1958547i,2268.7117,175.0,2020-04-20 23:30:48
478,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,AMZN,Amazon,m6-8473615R,1783.0,122.0,2020-04-21 00:50:16
479,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,AMZN,Amazon,a5-0196473a,1583.378,198.0,2020-04-21 05:17:49
480,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,r6-1011772q,1706.9755,97.0,2020-04-21 13:41:33
481,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,FB,Facebook,I2-3031155M,2174.0,300.0,2020-04-22 09:19:04
482,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,I7-5219605M,1992.9433722744286,117.0,2020-04-22 19:10:20
483,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,B9-2708531e,2344.957333,2.0,2020-04-22 22:14:49
484,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,AMZN,Amazon,d3-9105797s,2151.6990681,229.0,2020-04-23 00:47:49
485,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,k1-4297970p,1696.0,49.0,2020-04-23 23:34:44
486,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,c4-6007123w,1604.0,235.0,2020-04-24 08:27:11
487,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,d0-2798532F,1527.0,148.88715083798883,2020-04-24 09:14:45
488,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,m7-4692334s,1505.3,160.0,2020-04-24 18:08:23
489,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,z6-6346208P,2050.0,118.0,2020-04-25 00:44:04
490,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,R6-5837473M,1789.978,232.0,2020-04-25 01:11:36
491,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,AMZN,Amazon,q9-2977442N,2491.20498,268.0,2020-04-25 20:22:09
492,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,FB,Facebook,D6-0804978K,1567.0,232.0,2020-04-25 20:40:58
493,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,TSLA,Tesla,K3-7393607Y,1964.84,100.0,2020-04-26 00:53:55
494,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,TSLA,Tesla,k1-4297970p,1592.8,197.0,2020-04-26 12:33:45
495,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,H8-559253J,1534.0,193.0,2020-04-26 12:48:20
496,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,AMZN,Amazon,k1-4297970p,2422.982,235.0,2020-04-26 13:39:35
497,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,j9-5425520n,1610.12,177.0,2020-04-26 13:43:22
498,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,M2-3436021y,1819.77494845,217.0,2020-04-26 18:45:36
499,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,k1-4297970p,2345.74304,212.0,2020-04-27 15:56:47
500,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,FB,Facebook,w4-0063391C,1992.9433722744286,10.0,2020-04-27 18:04:33
501,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,U7-2642268T,1516.45743334,8.0,2020-04-28 03:20:31
502,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,y1-3132761f,2134.0,45.0,2020-04-28 04:54:00
503,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,FB,Facebook,e2-3773474a,1573.43,148.88715083798883,2020-04-28 06:02:19
504,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,FB,Facebook,k2-059372l,2154.35,179.0,2020-04-28 06:44:28
505,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,m8-3544896I,2423.0,129.0,2020-04-28 06:57:03
506,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,g6-8867357f,1711.9386,48.0,2020-04-28 08:41:41
507,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,f1-5705494X,2427.0,120.0,2020-04-29 00:31:47
508,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,f8-5893645R,2104.8,47.0,2020-04-29 07:20:00
509,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,AMZN,Amazon,S6-3167783z,1994.700770488,148.88715083798883,2020-04-29 13:22:19
510,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,s7-4207102l,2194.7052534,196.0,2020-04-29 15:18:38
511,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,AMZN,Amazon,k1-4297970p,1726.313,111.0,2020-04-29 16:07:09
512,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,r4-0068463O,1733.341,246.0,2020-04-30 00:44:20
513,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,w2-0044330g,2489.42,2.0,2020-04-30 07:05:21
514,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,TSLA,Tesla,h7-045228k,1615.39,258.0,2020-04-30 21:56:36
515,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,FB,Facebook,z8-6978456Q,1992.9433722744286,68.0,2020-04-30 22:21:44
516,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,AMZN,Amazon,y0-9073899i,2210.7,219.0,2020-05-01 05:55:40
517,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,k1-4297970p,2419.115,154.0,2020-05-01 07:47:40
518,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,AMZN,Amazon,o0-5259337w,1776.33,65.0,2020-05-01 17:34:26
519,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,b3-5763826D,2004.19667,167.0,2020-05-01 23:03:26
520,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,X9-6402357l,2125.180894,18.0,2020-05-01 23:31:27
521,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,AMZN,Amazon,d1-4637158N,1700.50154,132.0,2020-05-02 12:05:18
522,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,TSLA,Tesla,I8-3783242c,2488.8209256882,37.0,2020-05-02 16:00:05
523,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,Y5-0079808c,1731.4956,119.0,2020-05-02 17:37:45
524,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,P1-5867468Q,2236.795,24.0,2020-05-02 18:23:52
525,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,FB,Facebook,E1-0207076Y,2060.201609,190.0,2020-05-03 03:04:08
526,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,TSLA,Tesla,t4-7265705P,1711.8374871,145.0,2020-05-03 09:40:02
527,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,FB,Facebook,Q0-9178526c,2365.328399965,144.0,2020-05-03 11:07:54
528,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,C6-1463980w,1980.5431412,181.0,2020-05-03 19:53:25
529,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,u5-5467397d,1992.9433722744286,211.0,2020-05-04 01:52:11
530,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,FB,Facebook,Q1-4257901o,1891.4728,191.0,2020-05-04 08:38:15
531,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,N9-9817438v,2347.22,120.0,2020-05-04 11:12:36
532,LC,Erin Grant,HToYfSueoxPSgBHsToac,TSLA,Tesla,B8-9613239a,1992.9433722744286,84.0,2020-05-05 08:38:40
533,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,AMZN,Amazon,a2-5665866t,1992.9433722744286,204.0,2020-05-05 18:46:57
534,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,J0-8082194E,2259.787972,148.88715083798883,2020-05-06 11:20:15
535,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,TSLA,Tesla,F5-6023013s,2170.0,28.0,2020-05-06 23:17:55
536,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,TSLA,Tesla,Z5-2852271A,2280.99136,287.0,2020-05-07 07:09:05
537,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,s0-5004480Y,2118.1573511,283.0,2020-05-07 10:36:57
538,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,l9-630254s,1992.9433722744286,300.0,2020-05-07 14:33:32
539,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,TSLA,Tesla,S2-0187894Z,1631.0,43.0,2020-05-07 14:59:29
540,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,FB,Facebook,m9-0644897j,2494.52,120.0,2020-05-07 15:19:10
541,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,r7-9054294R,2321.1,148.88715083798883,2020-05-07 17:29:13
542,LC,Erin Grant,HToYfSueoxPSgBHsToac,TSLA,Tesla,F2-0696951I,2377.41,148.88715083798883,2020-05-07 19:44:25
543,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,AMZN,Amazon,x9-6387224S,2326.11575691,209.0,2020-05-08 01:11:07
544,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,k6-9302300f,2175.5,69.0,2020-05-08 14:56:10
545,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,FB,Facebook,Q5-203481w,1525.0,162.0,2020-05-08 15:02:31
546,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,k1-4297970p,2008.31,78.0,2020-05-08 15:46:11
547,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,q6-6702269h,2323.88822,276.0,2020-05-09 01:45:38
548,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,S9-7648715R,2431.0,129.0,2020-05-10 18:51:45
549,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,AMZN,Amazon,p1-5624605m,1823.1,16.0,2020-05-11 01:17:32
550,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,TSLA,Tesla,f5-2488710F,1646.8343148723,112.0,2020-05-11 04:23:20
551,LC,Erin Grant,HToYfSueoxPSgBHsToac,TSLA,Tesla,K2-5666126p,2191.0,104.0,2020-05-11 06:32:19
552,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,FB,Facebook,M6-1871598I,2403.4399,99.0,2020-05-11 08:10:25
553,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,TSLA,Tesla,h9-2128745k,1992.9433722744286,250.0,2020-05-11 10:10:35
554,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,F3-3312751c,2441.0,8.0,2020-05-11 10:12:34
555,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,k4-2944225F,1838.87045,173.0,2020-05-11 15:15:25
556,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,TSLA,Tesla,q9-8331820g,1959.685685,109.0,2020-05-11 22:19:30
557,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,FB,Facebook,h5-1495385r,1992.9433722744286,198.0,2020-05-11 23:54:38
558,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,FB,Facebook,D4-4758905z,2157.831,3.0,2020-05-12 00:49:36
559,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,FB,Facebook,R7-9886288o,2450.47155,250.0,2020-05-12 02:33:12
560,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,TSLA,Tesla,X5-8403741W,1813.4,267.0,2020-05-12 02:56:21
561,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,AMZN,Amazon,c5-8307991M,1987.8625,52.0,2020-05-12 03:23:44
562,LC,Erin Grant,HToYfSueoxPSgBHsToac,TSLA,Tesla,W7-6542689w,2260.0,65.0,2020-05-12 12:25:52
563,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,w4-1577753n,2383.748145,148.88715083798883,2020-05-12 21:06:35
564,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,A5-0724298u,1875.305,203.0,2020-05-12 22:55:41
565,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,TSLA,Tesla,o3-2241565V,1988.75846,249.0,2020-05-12 23:21:30
